province_state,country_region,date,confirmed_state,deaths_state
Grand Princess,US,2021/1/13,103,3
Grand Princess,US,2020/5/5,103,3
Grand Princess,US,2020/5/22,103,3
Grand Princess,US,2021/1/15,103,3
Grand Princess,US,2020/7/16,103,3
Grand Princess,US,2020/6/11,103,3
Grand Princess,US,2020/11/15,103,3
Grand Princess,US,2020/10/10,103,3
Grand Princess,US,2020/8/5,103,3
Grand Princess,US,2021/1/9,103,3
Grand Princess,US,2020/12/2,103,3
Grand Princess,US,2021/1/8,103,3
Grand Princess,US,2020/5/27,103,3
Grand Princess,US,2020/6/27,103,3
Grand Princess,US,2020/7/30,103,3
Grand Princess,US,2020/9/30,103,3
Grand Princess,US,2020/7/27,103,3
Grand Princess,US,2020/11/2,103,3
Grand Princess,US,2021/1/24,103,3
Grand Princess,US,2020/8/30,103,3
Grand Princess,US,2020/10/2,103,3
Grand Princess,US,2020/9/27,103,3
Grand Princess,US,2021/1/16,103,3
Grand Princess,US,2020/5/30,103,3
Grand Princess,US,2020/8/27,103,3
Grand Princess,US,2020/6/30,103,3
Grand Princess,US,2020/11/30,103,3
Grand Princess,US,2020/5/19,103,3
Grand Princess,US,2020/12/7,103,3
Grand Princess,US,2020/10/30,103,3
Grand Princess,US,2020/11/7,103,3
Grand Princess,US,2020/12/30,103,3
Grand Princess,US,2020/7/19,103,3
Grand Princess,US,2020/8/19,103,3
Virgin Islands,US,2020/4/19,53,3
Grand Princess,US,2020/4/30,103,3
Grand Princess,US,2020/8/2,103,3
Grand Princess,US,2020/9/19,103,3
Grand Princess,US,2020/7/9,103,3
Grand Princess,US,2020/10/17,103,3
Grand Princess,US,2020/9/12,103,3
Grand Princess,US,2020/8/9,103,3
Grand Princess,US,2020/6/9,103,3
Grand Princess,US,2020/5/9,103,3
Grand Princess,US,2020/9/9,103,3
Grand Princess,US,2020/7/12,103,3
Grand Princess,US,2020/12/20,103,3
Grand Princess,US,2020/11/17,103,3
Grand Princess,US,2020/8/12,103,3
Grand Princess,US,2020/5/12,103,3
Grand Princess,US,2020/6/12,103,3
Grand Princess,US,2020/11/20,103,3
Grand Princess,US,2020/12/17,103,3
Grand Princess,US,2020/10/20,103,3
Grand Princess,US,2021/2/14,103,3
Grand Princess,US,2020/12/25,103,3
Grand Princess,US,2020/11/12,103,3
Grand Princess,US,2020/10/12,103,3
Grand Princess,US,2020/9/20,103,3
Grand Princess,US,2020/6/20,103,3
Grand Princess,US,2020/8/20,103,3
Grand Princess,US,2020/7/20,103,3
Grand Princess,US,2021/1/20,103,3
Grand Princess,US,2021/1/12,103,3
Grand Princess,US,2020/5/17,103,3
Grand Princess,US,2020/6/17,103,3
Grand Princess,US,2020/9/4,103,3
Grand Princess,US,2020/10/25,103,3
Grand Princess,US,2020/11/25,103,3
Grand Princess,US,2020/7/4,103,3
Grand Princess,US,2020/8/4,103,3
Virgin Islands,US,2020/5/6,66,4
Virgin Islands,US,2020/4/27,57,4
Virgin Islands,US,2020/5/1,66,4
Virgin Islands,US,2020/5/3,66,4
Virgin Islands,US,2020/5/8,68,4
Virgin Islands,US,2020/5/2,66,4
Virgin Islands,US,2020/5/10,69,4
Virgin Islands,US,2020/4/26,57,4
Virgin Islands,US,2020/4/28,57,4
Virgin Islands,US,2020/5/7,66,4
Virgin Islands,US,2020/5/4,66,4
Virgin Islands,US,2020/4/29,57,4
Virgin Islands,US,2020/5/5,66,4
Virgin Islands,US,2020/4/30,66,4
Virgin Islands,US,2020/5/9,68,4
Guam,US,2020/4/24,141,5
Guam,US,2020/6/15,185,5
Guam,US,2020/5/6,149,5
Guam,US,2020/7/25,337,5
Guam,US,2020/7/7,303,5
Guam,US,2020/8/14,502,5
Guam,US,2020/4/14,133,5
Guam,US,2020/5/29,172,5
Guam,US,2020/5/16,154,5
Guam,US,2020/4/27,141,5
Guam,US,2020/7/22,330,5
Guam,US,2020/8/11,449,5
Guam,US,2020/6/5,179,5
Guam,US,2020/5/1,145,5
Guam,US,2020/8/7,411,5
Guam,US,2020/7/14,312,5
Guam,US,2020/5/14,152,5
Guam,US,2020/6/22,222,5
Guam,US,2020/4/22,136,5
Guam,US,2020/5/3,145,5
Guam,US,2020/8/3,375,5
Guam,US,2020/5/21,165,5
Guam,US,2020/4/21,136,5
Guam,US,2020/6/18,192,5
Guam,US,2020/7/18,314,5
Guam,US,2020/5/13,152,5
Guam,US,2020/6/8,179,5
Guam,US,2020/6/13,183,5
Guam,US,2020/5/8,151,5
Guam,US,2020/5/31,172,5
Guam,US,2020/5/26,167,5
Guam,US,2020/6/26,247,5
Guam,US,2020/6/23,225,5
Guam,US,2020/5/23,165,5
Guam,US,2020/7/1,267,5
Guam,US,2020/8/1,356,5
Guam,US,2020/6/28,247,5
Guam,US,2020/7/28,351,5
Guam,US,2020/5/2,145,5
Guam,US,2020/7/2,280,5
Guam,US,2020/6/19,200,5
Guam,US,2020/6/2,175,5
Guam,US,2020/8/10,418,5
Guam,US,2020/6/10,180,5
Guam,US,2020/7/10,310,5
Guam,US,2020/5/10,151,5
Guam,US,2020/6/6,179,5
Guam,US,2020/8/6,411,5
Guam,US,2020/7/15,313,5
Guam,US,2020/5/15,154,5
Guam,US,2020/6/7,179,5
Guam,US,2020/5/11,151,5
Virgin Islands,US,2020/5/11,69,5
Guam,US,2020/7/5,280,5
Guam,US,2020/4/16,135,5
Guam,US,2020/6/3,177,5
Guam,US,2020/7/3,280,5
Guam,US,2020/5/18,154,5
Guam,US,2020/4/18,136,5
Guam,US,2020/6/21,222,5
Guam,US,2020/7/21,319,5
Guam,US,2020/8/18,599,5
Guam,US,2020/4/13,133,5
Guam,US,2020/7/31,356,5
Guam,US,2020/8/13,477,5
Guam,US,2020/7/13,312,5
Guam,US,2020/7/8,307,5
Guam,US,2020/8/8,411,5
Guam,US,2020/4/26,141,5
Guam,US,2020/4/23,139,5
Guam,US,2020/7/26,337,5
Guam,US,2020/6/1,175,5
Guam,US,2020/4/28,141,5
Guam,US,2020/7/23,337,5
Guam,US,2020/5/28,171,5
Guam,US,2020/7/6,301,5
Guam,US,2020/8/15,502,5
Guam,US,2020/6/24,226,5
Guam,US,2020/4/15,135,5
Guam,US,2020/6/14,183,5
Guam,US,2020/5/7,149,5
Guam,US,2020/5/25,166,5
Guam,US,2020/7/29,354,5
Guam,US,2020/4/20,136,5
Guam,US,2020/5/4,145,5
Guam,US,2020/6/4,179,5
Guam,US,2020/7/17,314,5
Guam,US,2020/8/17,577,5
Guam,US,2020/5/24,166,5
Guam,US,2020/7/24,337,5
Guam,US,2020/6/25,231,5
Guam,US,2020/4/25,141,5
Guam,US,2020/5/20,154,5
Guam,US,2020/6/29,253,5
Guam,US,2020/4/29,141,5
Guam,US,2020/6/16,186,5
Guam,US,2020/8/16,502,5
Guam,US,2020/7/11,310,5
Guam,US,2020/5/5,145,5
Guam,US,2020/5/22,165,5
Guam,US,2020/7/16,314,5
Guam,US,2020/6/11,183,5
Guam,US,2020/8/5,397,5
Guam,US,2020/5/27,170,5
Guam,US,2020/6/27,247,5
Guam,US,2020/7/30,356,5
Guam,US,2020/7/27,349,5
Guam,US,2020/5/30,172,5
Guam,US,2020/6/30,257,5
Guam,US,2020/5/19,154,5
Guam,US,2020/7/19,314,5
Guam,US,2020/8/19,599,5
Guam,US,2020/4/19,136,5
Guam,US,2020/4/30,145,5
Guam,US,2020/8/2,368,5
Guam,US,2020/7/9,309,5
Guam,US,2020/8/9,418,5
Guam,US,2020/6/9,180,5
Guam,US,2020/5/9,151,5
Guam,US,2020/7/12,310,5
Guam,US,2020/8/12,449,5
Guam,US,2020/5/12,152,5
Guam,US,2020/6/12,183,5
Guam,US,2020/4/12,133,5
Guam,US,2020/6/20,222,5
Guam,US,2020/7/20,319,5
Guam,US,2020/5/17,154,5
Guam,US,2020/6/17,188,5
Guam,US,2020/7/4,280,5
Guam,US,2020/8/4,389,5
Guam,US,2020/4/17,136,5
Virgin Islands,US,2020/6/15,72,6
Virgin Islands,US,2020/7/7,116,6
Virgin Islands,US,2020/5/29,69,6
Virgin Islands,US,2020/5/16,69,6
Virgin Islands,US,2020/6/5,71,6
Virgin Islands,US,2020/7/14,206,6
Virgin Islands,US,2020/5/14,69,6
Virgin Islands,US,2020/6/22,76,6
Guam,US,2020/8/22,767,6
Guam,US,2020/8/21,767,6
Virgin Islands,US,2020/5/21,69,6
Virgin Islands,US,2020/6/18,73,6
Virgin Islands,US,2020/7/18,283,6
Virgin Islands,US,2020/5/13,69,6
Virgin Islands,US,2020/6/8,71,6
Virgin Islands,US,2020/6/13,72,6
Virgin Islands,US,2020/5/31,69,6
Virgin Islands,US,2020/5/26,69,6
Virgin Islands,US,2020/6/26,81,6
Virgin Islands,US,2020/6/23,76,6
Virgin Islands,US,2020/5/23,69,6
Virgin Islands,US,2020/7/1,90,6
Virgin Islands,US,2020/6/28,81,6
Virgin Islands,US,2020/7/2,92,6
Virgin Islands,US,2020/6/19,73,6
Virgin Islands,US,2020/6/2,70,6
Virgin Islands,US,2020/6/10,72,6
Virgin Islands,US,2020/7/10,153,6
Virgin Islands,US,2020/6/6,71,6
Virgin Islands,US,2020/7/15,243,6
Virgin Islands,US,2020/5/15,69,6
Virgin Islands,US,2020/6/7,71,6
Virgin Islands,US,2020/7/5,111,6
Virgin Islands,US,2020/6/3,70,6
Virgin Islands,US,2020/7/3,98,6
Virgin Islands,US,2020/5/18,69,6
Virgin Islands,US,2020/6/21,76,6
Virgin Islands,US,2020/7/21,304,6
Virgin Islands,US,2020/7/13,206,6
Virgin Islands,US,2020/7/8,122,6
Virgin Islands,US,2020/6/1,70,6
Virgin Islands,US,2020/5/28,69,6
Guam,US,2020/8/23,767,6
Virgin Islands,US,2020/7/6,112,6
Virgin Islands,US,2020/6/24,76,6
Virgin Islands,US,2020/6/14,72,6
Virgin Islands,US,2020/5/25,69,6
Virgin Islands,US,2020/6/4,71,6
Virgin Islands,US,2020/7/17,263,6
Virgin Islands,US,2020/5/24,69,6
Virgin Islands,US,2020/6/25,80,6
Virgin Islands,US,2020/5/20,69,6
Virgin Islands,US,2020/6/29,81,6
Virgin Islands,US,2020/6/16,72,6
Virgin Islands,US,2020/7/11,167,6
Virgin Islands,US,2020/5/22,69,6
Virgin Islands,US,2020/7/16,249,6
Virgin Islands,US,2020/6/11,72,6
Virgin Islands,US,2020/5/27,69,6
Virgin Islands,US,2020/6/27,81,6
Virgin Islands,US,2020/5/30,69,6
Virgin Islands,US,2020/6/30,81,6
Virgin Islands,US,2020/5/19,69,6
Virgin Islands,US,2020/7/19,283,6
Virgin Islands,US,2020/7/9,144,6
Virgin Islands,US,2020/6/9,71,6
Virgin Islands,US,2020/7/12,181,6
Virgin Islands,US,2020/5/12,69,6
Virgin Islands,US,2020/6/12,72,6
Virgin Islands,US,2020/6/20,73,6
Guam,US,2020/8/20,704,6
Virgin Islands,US,2020/7/20,304,6
Virgin Islands,US,2020/5/17,69,6
Virgin Islands,US,2020/6/17,73,6
Virgin Islands,US,2020/7/4,111,6
Guam,US,2020/8/24,907,7
Virgin Islands,US,2020/7/25,352,7
Virgin Islands,US,2020/7/22,320,7
Virgin Islands,US,2020/7/28,375,7
Virgin Islands,US,2020/7/26,352,7
Virgin Islands,US,2020/7/23,336,7
Virgin Islands,US,2020/7/24,352,7
Guam,US,2020/8/25,984,7
Virgin Islands,US,2020/7/27,364,7
Virgin Islands,US,2020/8/3,439,8
Virgin Islands,US,2020/8/1,421,8
Virgin Islands,US,2020/7/31,406,8
Virgin Islands,US,2020/7/29,385,8
Virgin Islands,US,2020/8/5,481,8
Virgin Islands,US,2020/7/30,385,8
Virgin Islands,US,2020/8/2,421,8
Virgin Islands,US,2020/8/4,463,8
Virgin Islands,US,2020/8/14,704,9
Virgin Islands,US,2020/8/11,576,9
Virgin Islands,US,2020/8/7,522,9
Virgin Islands,US,2020/8/10,547,9
Virgin Islands,US,2020/8/6,501,9
Virgin Islands,US,2020/8/18,796,9
Virgin Islands,US,2020/8/13,682,9
Virgin Islands,US,2020/8/8,528,9
Guam,US,2020/8/26,1120,9
Virgin Islands,US,2020/8/15,734,9
Virgin Islands,US,2020/8/17,760,9
Virgin Islands,US,2020/8/16,741,9
Guam,US,2020/8/27,1232,9
Virgin Islands,US,2020/8/19,828,9
Virgin Islands,US,2020/8/9,528,9
Virgin Islands,US,2020/8/12,639,9
Virgin Islands,US,2020/8/22,932,10
Virgin Islands,US,2020/8/21,932,10
Guam,US,2020/8/31,1395,10
Guam,US,2020/8/28,1287,10
Virgin Islands,US,2020/8/23,932,10
Guam,US,2020/8/29,1287,10
Guam,US,2020/8/30,1287,10
Virgin Islands,US,2020/8/20,869,10
Virgin Islands,US,2020/8/24,984,11
Virgin Islands,US,2020/8/25,998,12
Guam,US,2020/9/3,1560,13
Guam,US,2020/9/2,1494,13
Guam,US,2020/9/1,1447,13
Virgin Islands,US,2020/8/31,1134,14
Guam,US,2020/9/6,1619,14
Virgin Islands,US,2020/8/26,1030,14
Virgin Islands,US,2020/8/28,1075,14
Guam,US,2020/9/7,1619,14
Virgin Islands,US,2020/8/29,1118,14
Guam,US,2020/9/5,1619,14
Virgin Islands,US,2020/8/30,1129,14
Virgin Islands,US,2020/8/27,1052,14
Guam,US,2020/9/4,1619,14
Virgin Islands,US,2020/9/2,1144,15
Virgin Islands,US,2020/9/1,1143,15
Northern Mariana Islands,US,2020/6/5,26,16
Virgin Islands,US,2020/9/3,1150,16
Northern Mariana Islands,US,2020/6/4,26,16
Virgin Islands,US,2020/9/5,1167,16
Virgin Islands,US,2020/9/4,1150,16
Virgin Islands,US,2020/9/6,1181,17
Virgin Islands,US,2020/9/7,1190,17
Virgin Islands,US,2020/9/8,1191,18
Virgin Islands,US,2020/9/10,1201,18
Virgin Islands,US,2020/9/11,1201,18
Virgin Islands,US,2020/9/9,1197,18
Virgin Islands,US,2020/9/13,1220,19
Virgin Islands,US,2020/9/16,1232,19
Virgin Islands,US,2020/9/14,1221,19
Virgin Islands,US,2020/9/21,1269,19
Virgin Islands,US,2020/9/26,1317,19
Guam,US,2020/9/8,1713,19
Virgin Islands,US,2020/9/23,1290,19
Virgin Islands,US,2020/9/19,1257,19
Virgin Islands,US,2020/9/15,1232,19
Virgin Islands,US,2020/9/18,1257,19
Virgin Islands,US,2020/9/25,1296,19
Virgin Islands,US,2020/9/22,1278,19
Virgin Islands,US,2020/9/17,1238,19
Virgin Islands,US,2020/9/24,1290,19
Virgin Islands,US,2020/9/27,1317,19
Virgin Islands,US,2020/9/12,1211,19
Virgin Islands,US,2020/9/20,1269,19
Virgin Islands,US,2020/9/29,1318,20
Virgin Islands,US,2020/10/4,1327,20
Virgin Islands,US,2020/10/6,1321,20
Virgin Islands,US,2020/10/11,1325,20
Virgin Islands,US,2020/10/1,1326,20
Virgin Islands,US,2020/10/14,1328,20
Virgin Islands,US,2020/10/7,1322,20
Virgin Islands,US,2020/10/9,1324,20
Virgin Islands,US,2020/10/8,1324,20
Virgin Islands,US,2020/9/28,1318,20
Virgin Islands,US,2020/10/3,1327,20
Virgin Islands,US,2020/10/13,1328,20
Virgin Islands,US,2020/10/5,1322,20
Virgin Islands,US,2020/10/10,1325,20
Virgin Islands,US,2020/9/30,1318,20
Virgin Islands,US,2020/10/2,1326,20
Guam,US,2020/9/9,1758,20
Virgin Islands,US,2020/10/12,1325,20
Virgin Islands,US,2020/10/28,1353,21
Virgin Islands,US,2020/10/15,1329,21
Virgin Islands,US,2020/11/1,1376,21
Virgin Islands,US,2020/10/22,1343,21
Virgin Islands,US,2020/10/19,1335,21
Guam,US,2020/9/10,1846,21
Virgin Islands,US,2020/10/27,1351,21
Virgin Islands,US,2020/10/26,1348,21
Virgin Islands,US,2020/10/18,1335,21
Virgin Islands,US,2020/10/31,1376,21
Virgin Islands,US,2020/10/16,1329,21
Virgin Islands,US,2020/10/23,1346,21
Virgin Islands,US,2020/10/29,1353,21
Virgin Islands,US,2020/10/24,1346,21
Virgin Islands,US,2020/10/21,1337,21
Virgin Islands,US,2020/11/2,1376,21
Virgin Islands,US,2020/10/30,1362,21
Virgin Islands,US,2020/10/17,1335,21
Virgin Islands,US,2020/10/20,1337,21
Virgin Islands,US,2020/10/25,1346,21
Virgin Islands,US,2020/11/3,1385,22
Virgin Islands,US,2020/12/23,1950,23
Virgin Islands,US,2020/11/19,1469,23
Virgin Islands,US,2020/11/6,1390,23
Virgin Islands,US,2020/12/13,1791,23
Virgin Islands,US,2020/11/24,1521,23
Guam,US,2020/9/13,1863,23
Virgin Islands,US,2020/11/21,1491,23
Virgin Islands,US,2020/11/9,1405,23
Virgin Islands,US,2020/12/10,1733,23
Virgin Islands,US,2020/12/19,1910,23
Virgin Islands,US,2020/12/31,2031,23
Virgin Islands,US,2020/12/6,1633,23
Virgin Islands,US,2020/12/28,1979,23
Virgin Islands,US,2021/1/2,2041,23
Virgin Islands,US,2020/12/15,1828,23
Virgin Islands,US,2020/11/10,1413,23
Virgin Islands,US,2020/11/26,1521,23
Virgin Islands,US,2020/12/26,1979,23
Virgin Islands,US,2020/11/11,1413,23
Virgin Islands,US,2020/12/8,1680,23
Virgin Islands,US,2020/12/18,1900,23
Virgin Islands,US,2020/12/3,1589,23
Virgin Islands,US,2021/1/3,2042,23
Virgin Islands,US,2020/12/16,1828,23
Virgin Islands,US,2020/11/16,1434,23
Virgin Islands,US,2020/12/29,1979,23
Virgin Islands,US,2021/1/1,2036,23
Virgin Islands,US,2020/11/22,1504,23
Virgin Islands,US,2020/12/22,1934,23
Virgin Islands,US,2020/12/27,1979,23
Virgin Islands,US,2020/11/27,1521,23
Virgin Islands,US,2020/11/23,1507,23
Virgin Islands,US,2020/11/14,1434,23
Guam,US,2020/9/11,1863,23
Virgin Islands,US,2020/12/9,1698,23
Virgin Islands,US,2020/12/11,1791,23
Virgin Islands,US,2020/11/8,1405,23
Virgin Islands,US,2020/12/1,1550,23
Virgin Islands,US,2020/11/18,1463,23
Virgin Islands,US,2020/11/5,1388,23
Virgin Islands,US,2020/12/14,1807,23
Virgin Islands,US,2020/11/28,1538,23
Virgin Islands,US,2020/12/4,1613,23
Virgin Islands,US,2020/11/29,1544,23
Virgin Islands,US,2020/12/5,1633,23
Virgin Islands,US,2020/11/13,1426,23
Virgin Islands,US,2020/12/24,1967,23
Virgin Islands,US,2020/12/12,1791,23
Virgin Islands,US,2020/11/4,1388,23
Virgin Islands,US,2020/12/21,1921,23
Virgin Islands,US,2020/11/15,1434,23
Virgin Islands,US,2020/12/2,1589,23
Virgin Islands,US,2020/11/30,1544,23
Virgin Islands,US,2020/12/7,1649,23
Virgin Islands,US,2020/11/7,1390,23
Virgin Islands,US,2020/12/30,2010,23
Guam,US,2020/9/12,1863,23
Virgin Islands,US,2020/12/20,1921,23
Virgin Islands,US,2020/11/17,1450,23
Virgin Islands,US,2020/11/20,1482,23
Virgin Islands,US,2020/12/17,1878,23
Virgin Islands,US,2020/12/25,1979,23
Virgin Islands,US,2020/11/12,1413,23
Virgin Islands,US,2020/11/25,1521,23
Virgin Islands,US,2021/1/19,2283,24
Virgin Islands,US,2021/1/10,2143,24
Virgin Islands,US,2021/1/5,2083,24
Virgin Islands,US,2021/1/4,2055,24
Virgin Islands,US,2021/1/11,2143,24
Virgin Islands,US,2021/2/6,2449,24
Virgin Islands,US,2021/1/26,2373,24
Virgin Islands,US,2021/2/9,2485,24
Virgin Islands,US,2021/2/4,2440,24
Virgin Islands,US,2021/2/10,2485,24
Virgin Islands,US,2021/2/8,2466,24
Virgin Islands,US,2021/1/6,2083,24
Virgin Islands,US,2021/1/18,2260,24
Virgin Islands,US,2021/1/31,2398,24
Virgin Islands,US,2021/2/5,2449,24
Virgin Islands,US,2021/1/25,2350,24
Virgin Islands,US,2021/2/7,2466,24
Virgin Islands,US,2021/2/3,2430,24
Virgin Islands,US,2021/1/17,2260,24
Virgin Islands,US,2021/1/7,2130,24
Virgin Islands,US,2021/1/23,2341,24
Virgin Islands,US,2021/2/1,2421,24
Virgin Islands,US,2021/1/22,2321,24
Virgin Islands,US,2021/1/29,2398,24
Virgin Islands,US,2021/1/14,2166,24
Virgin Islands,US,2021/2/2,2426,24
Virgin Islands,US,2021/1/21,2305,24
Virgin Islands,US,2021/1/27,2373,24
Virgin Islands,US,2021/1/28,2384,24
Virgin Islands,US,2021/1/30,2398,24
Virgin Islands,US,2021/1/13,2166,24
Virgin Islands,US,2021/1/15,2166,24
Virgin Islands,US,2021/1/9,2143,24
Virgin Islands,US,2021/1/8,2143,24
Virgin Islands,US,2021/1/24,2341,24
Virgin Islands,US,2021/1/16,2166,24
Virgin Islands,US,2021/1/20,2305,24
Virgin Islands,US,2021/1/12,2166,24
Virgin Islands,US,2021/2/13,2524,25
Virgin Islands,US,2021/2/12,2524,25
Virgin Islands,US,2021/2/19,2575,25
Virgin Islands,US,2021/2/20,2575,25
Virgin Islands,US,2021/2/11,2505,25
Virgin Islands,US,2021/2/18,2558,25
Virgin Islands,US,2021/2/16,2542,25
Virgin Islands,US,2021/2/17,2545,25
Virgin Islands,US,2021/2/15,2542,25
Virgin Islands,US,2021/2/21,2575,25
Virgin Islands,US,2021/2/14,2524,25
Guam,US,2020/9/14,1927,26
Guam,US,2020/9/16,2013,28
Guam,US,2020/9/15,1966,28
Guam,US,2020/9/17,2045,30
Arizona,US,2020/1/29,1,
Arizona,US,2020/1/31,1,
Arizona,US,2020/1/28,1,
Arizona,US,2020/1/26,1,
Arizona,US,2020/1/27,1,
Arizona,US,2020/1/30,1,
Chicago,US,2020/1/24,1,
Illinois,US,2020/1/29,1,
Illinois,US,2020/1/31,2,
Illinois,US,2020/1/28,1,
Illinois,US,2020/1/26,1,
Illinois,US,2020/1/27,1,
Illinois,US,2020/1/30,1,
Illinois,US,2020/1/25,1,
New York,US,2020/3/19,5365,34
New York,US,2020/3/21,11710,60
New York,US,2020/3/20,8310,42
California,US,2020/1/29,2,
California,US,2020/1/31,2,
California,US,2020/1/28,2,
California,US,2020/1/26,2,
California,US,2020/1/27,2,
California,US,2020/1/30,2,
Washington,US,2020/1/29,1,
Washington,US,2020/3/14,572,37
Washington,US,2020/3/17,1076,55
Washington,US,2020/1/31,1,
Washington,US,2020/3/19,1376,74
Washington,US,2020/3/15,643,40
Washington,US,2020/1/28,1,
Washington,US,2020/1/26,1,
Washington,US,2020/1/23,1,
Washington,US,2020/1/27,1,
Washington,US,2020/1/30,1,
Washington,US,2020/1/22,1,
Washington,US,2020/3/18,1014,55
Washington,US,2020/1/24,1,
Washington,US,2020/3/16,904,48
Washington,US,2020/3/13,568,37
Washington,US,2020/3/12,442,31
Washington,US,2020/3/21,1793,94
Washington,US,2020/3/20,1524,83
Washington,US,2020/1/25,1,
Massachusetts,US,2020/3/14,138,0
Diamond Princess,US,2020/3/14,46,0
Connecticut,US,2020/3/14,22,0
Grand Princess,US,2020/3/14,21,0
Nevada,US,2020/3/14,21,0
Rhode Island,US,2020/3/14,20,0
Arizona,US,2020/3/14,12,0
District of Columbia,US,2020/3/14,10,0
Utah,US,2020/3/14,10,0
New Hampshire,US,2020/3/14,7,0
Delaware,US,2020/3/14,6,0
Vermont,US,2020/3/14,5,0
Hawaii,US,2020/3/14,4,0
Maine,US,2020/3/14,3,0
Massachusetts,US,2020/3/17,218,0
Connecticut,US,2020/3/17,68,0
Utah,US,2020/3/17,51,0
Diamond Princess,US,2020/3/17,47,0
Maine,US,2020/3/17,32,0
New Hampshire,US,2020/3/17,26,0
Rhode Island,US,2020/3/17,23,0
District of Columbia,US,2020/3/17,22,0
Grand Princess,US,2020/3/17,21,0
Arizona,US,2020/3/17,20,0
Delaware,US,2020/3/17,16,0
Vermont,US,2020/3/17,12,0
Hawaii,US,2020/3/17,10,0
Guam,US,2020/3/17,3,0
Virgin Islands,US,2020/3/17,2,0
Massachusetts,US,2020/3/19,328,0
Utah,US,2020/3/19,80,0
Maine,US,2020/3/19,52,0
Diamond Princess,US,2020/3/19,47,0
Arizona,US,2020/3/19,45,0
New Hampshire,US,2020/3/19,44,0
Rhode Island,US,2020/3/19,44,0
District of Columbia,US,2020/3/19,40,0
Delaware,US,2020/3/19,30,0
Grand Princess,US,2020/3/19,22,0
Vermont,US,2020/3/19,22,0
Hawaii,US,2020/3/19,16,0
Guam,US,2020/3/19,12,0
Virgin Islands,US,2020/3/19,3,0
United States Virgin Islands,US,2020/3/19,2,0
US,US,2020/3/19,1,0
Massachusetts,US,2020/3/15,164,0
Diamond Princess,US,2020/3/15,46,0
Connecticut,US,2020/3/15,24,0
Utah,US,2020/3/15,28,0
Grand Princess,US,2020/3/15,21,0
Nevada,US,2020/3/15,24,0
Rhode Island,US,2020/3/15,20,0
District of Columbia,US,2020/3/15,16,0
Arizona,US,2020/3/15,13,0
New Hampshire,US,2020/3/15,13,0
Delaware,US,2020/3/15,7,0
Hawaii,US,2020/3/15,6,0
Maine,US,2020/3/15,12,0
Vermont,US,2020/3/15,8,0
Guam,US,2020/3/15,3,0
Massachusetts,US,2020/3/11,95,0
Diamond Princess,US,2020/3/11,46,0
Grand Princess,US,2020/3/11,21,0
District of Columbia,US,2020/3/11,10,0
Arizona,US,2020/3/11,9,0
Nevada,US,2020/3/11,7,0
New Hampshire,US,2020/3/11,5,0
Rhode Island,US,2020/3/11,5,0
Connecticut,US,2020/3/11,3,0
Utah,US,2020/3/11,3,0
Hawaii,US,2020/3/11,2,0
Delaware,US,2020/3/11,1,0
Vermont,US,2020/3/11,1,0
Maine,US,2020/3/11,0,0
Grand Princess Cruise Ship,US,2020/3/7,21,0
Grand Princess Cruise Ship,US,2020/3/8,21,0
Massachusetts,US,2020/3/18,218,0
Connecticut,US,2020/3/18,68,0
Utah,US,2020/3/18,51,0
Diamond Princess,US,2020/3/18,47,0
Maine,US,2020/3/18,42,0
Rhode Island,US,2020/3/18,33,0
District of Columbia,US,2020/3/18,31,0
Arizona,US,2020/3/18,27,0
New Hampshire,US,2020/3/18,26,0
Grand Princess,US,2020/3/18,21,0
Delaware,US,2020/3/18,19,0
Vermont,US,2020/3/18,18,0
Hawaii,US,2020/3/18,14,0
Guam,US,2020/3/18,5,0
United States Virgin Islands,US,2020/3/18,2,0
Virgin Islands,US,2020/3/18,2,0
US,US,2020/3/18,1,0
Massachusetts,US,2020/3/16,197,0
Diamond Princess,US,2020/3/16,47,0
Utah,US,2020/3/16,39,0
Connecticut,US,2020/3/16,30,0
District of Columbia,US,2020/3/16,22,0
Rhode Island,US,2020/3/16,21,0
Grand Princess,US,2020/3/16,20,0
Arizona,US,2020/3/16,18,0
Maine,US,2020/3/16,17,0
New Hampshire,US,2020/3/16,17,0
Vermont,US,2020/3/16,12,0
Delaware,US,2020/3/16,8,0
Hawaii,US,2020/3/16,7,0
Guam,US,2020/3/16,3,0
Virgin Islands,US,2020/3/16,1,0
Diamond Princess,US,2020/3/13,46,0
Grand Princess,US,2020/3/13,21,0
Arizona,US,2020/3/13,9,0
Connecticut,US,2020/3/13,11,0
Delaware,US,2020/3/13,4,0
District of Columbia,US,2020/3/13,10,0
Hawaii,US,2020/3/13,2,0
Maine,US,2020/3/13,1,0
Massachusetts,US,2020/3/13,123,0
Nevada,US,2020/3/13,17,0
New Hampshire,US,2020/3/13,6,0
Rhode Island,US,2020/3/13,14,0
Utah,US,2020/3/13,9,0
Vermont,US,2020/3/13,2,0
Massachusetts,US,2020/3/12,108,0
Diamond Princess,US,2020/3/12,46,0
Grand Princess,US,2020/3/12,21,0
Nevada,US,2020/3/12,14,0
District of Columbia,US,2020/3/12,10,0
Arizona,US,2020/3/12,9,0
New Hampshire,US,2020/3/12,6,0
Connecticut,US,2020/3/12,5,0
Rhode Island,US,2020/3/12,5,0
Utah,US,2020/3/12,5,0
Hawaii,US,2020/3/12,2,0
