province_state,country_region,date,confirmed_state,deaths_state
Vermont,US,2020/3/12,2,0
Delaware,US,2020/3/12,1,0
Maine,US,2020/3/12,0,0
Utah,US,2020/3/21,136,0
Maine,US,2020/3/21,70,0
Rhode Island,US,2020/3/21,66,0
New Hampshire,US,2020/3/21,55,0
Diamond Princess,US,2020/3/21,49,0
Delaware,US,2020/3/21,45,0
Hawaii,US,2020/3/21,37,0
Grand Princess,US,2020/3/21,23,0
Guam,US,2020/3/21,15,0
United States Virgin Islands,US,2020/3/21,6,0
US,US,2020/3/21,1,0
Grand Princess Cruise Ship,US,2020/3/9,21,0
Massachusetts,US,2020/3/10,92,0
Diamond Princess,US,2020/3/10,46,0
Grand Princess,US,2020/3/10,21,0
Arizona,US,2020/3/10,6,0
District of Columbia,US,2020/3/10,5,0
Nevada,US,2020/3/10,4,0
New Hampshire,US,2020/3/10,4,0
Rhode Island,US,2020/3/10,3,0
Connecticut,US,2020/3/10,2,0
Hawaii,US,2020/3/10,2,0
Utah,US,2020/3/10,2,0
Vermont,US,2020/3/10,1,0
Delaware,US,2020/3/10,0,0
Maine,US,2020/3/10,0,0
Arizona,US,2020/3/20,78,0
Utah,US,2020/3/20,78,0
Maine,US,2020/3/20,56,0
Rhode Island,US,2020/3/20,54,0
Diamond Princess,US,2020/3/20,49,0
New Hampshire,US,2020/3/20,44,0
Delaware,US,2020/3/20,38,0
Hawaii,US,2020/3/20,26,0
Grand Princess,US,2020/3/20,23,0
Guam,US,2020/3/20,14,0
United States Virgin Islands,US,2020/3/20,3,0
US,US,2020/3/20,1,0
Iowa,US,2020/3/14,17,0
Iowa,US,2020/3/17,23,0
Iowa,US,2020/3/19,44,0
Iowa,US,2020/3/15,18,0
Iowa,US,2020/3/11,13,0
Iowa,US,2020/3/18,29,0
Iowa,US,2020/3/16,23,0
Iowa,US,2020/3/13,17,0
Iowa,US,2020/3/12,16,0
Iowa,US,2020/3/21,68,0
Iowa,US,2020/3/10,8,0
Iowa,US,2020/3/20,45,0
Ohio,US,2020/3/14,26,0
Ohio,US,2020/3/17,67,0
Ohio,US,2020/3/19,119,0
Ohio,US,2020/3/15,37,0
Ohio,US,2020/3/11,4,0
Ohio,US,2020/3/18,86,0
Ohio,US,2020/3/16,50,0
Ohio,US,2020/3/13,13,0
Ohio,US,2020/3/12,5,0
Ohio,US,2020/3/10,3,0
Idaho,US,2020/3/14,2,0
Idaho,US,2020/3/17,8,0
Idaho,US,2020/3/19,11,0
Idaho,US,2020/3/15,5,0
Idaho,US,2020/3/11,0,0
Idaho,US,2020/3/18,9,0
Idaho,US,2020/3/16,5,0
Idaho,US,2020/3/13,1,0
Idaho,US,2020/3/12,0,0
Idaho,US,2020/3/21,36,0
Idaho,US,2020/3/10,0,0
Idaho,US,2020/3/20,23,0
Texas,US,2020/3/14,57,0
Texas,US,2020/3/15,72,0
Texas,US,2020/3/11,21,0
Texas,US,2020/3/16,85,0
Texas,US,2020/3/13,43,0
Texas,US,2020/3/12,27,0
Texas,US,2020/3/10,13,0
Alaska,US,2020/3/17,3,0
Alaska,US,2020/3/19,9,0
Alaska,US,2020/3/15,1,0
Alaska,US,2020/3/11,0,0
Alaska,US,2020/3/18,6,0
Alaska,US,2020/3/16,1,0
Alaska,US,2020/3/13,1,0
Alaska,US,2020/3/12,0,0
Alaska,US,2020/3/21,15,0
Alaska,US,2020/3/10,0,0
Alaska,US,2020/3/20,12,0
Kansas,US,2020/3/11,1,0
Kansas,US,2020/3/12,1,0
Kansas,US,2020/3/10,1,0
Oregon,US,2020/3/14,32,0
Oregon,US,2020/3/11,19,0
Oregon,US,2020/3/13,30,0
Oregon,US,2020/3/12,24,0
Oregon,US,2020/3/10,15,0
Alabama,US,2020/3/14,6,0
Alabama,US,2020/3/17,39,0
Alabama,US,2020/3/19,78,0
Alabama,US,2020/3/15,12,0
Alabama,US,2020/3/18,46,0
Alabama,US,2020/3/16,29,0
Alabama,US,2020/3/13,5,0
Alabama,US,2020/3/21,131,0
Alabama,US,2020/3/20,83,0
Georgia,US,2020/3/11,23,0
Georgia,US,2020/3/10,17,0
Indiana,US,2020/3/14,16,0
Indiana,US,2020/3/15,20,0
Indiana,US,2020/3/11,11,0
Indiana,US,2020/3/13,13,0
Indiana,US,2020/3/12,13,0
Indiana,US,2020/3/10,6,0
Montana,US,2020/3/14,5,0
Montana,US,2020/3/17,9,0
Montana,US,2020/3/19,11,0
Montana,US,2020/3/15,7,0
Montana,US,2020/3/11,1,0
Montana,US,2020/3/18,11,0
Montana,US,2020/3/16,7,0
Montana,US,2020/3/13,1,0
Montana,US,2020/3/12,1,0
Montana,US,2020/3/21,21,0
Montana,US,2020/3/10,0,0
Montana,US,2020/3/20,15,0
Wyoming,US,2020/3/14,2,0
Wyoming,US,2020/3/17,11,0
Wyoming,US,2020/3/19,18,0
Wyoming,US,2020/3/15,3,0
Wyoming,US,2020/3/11,0,0
Wyoming,US,2020/3/18,15,0
Wyoming,US,2020/3/16,3,0
Wyoming,US,2020/3/13,1,0
Wyoming,US,2020/3/12,1,0
Wyoming,US,2020/3/21,23,0
Wyoming,US,2020/3/10,0,0
Wyoming,US,2020/3/20,19,0
Arkansas,US,2020/3/14,12,0
Arkansas,US,2020/3/17,22,0
Arkansas,US,2020/3/19,62,0
Arkansas,US,2020/3/15,16,0
Arkansas,US,2020/3/11,1,0
Arkansas,US,2020/3/18,33,0
Arkansas,US,2020/3/16,22,0
Arkansas,US,2020/3/13,6,0
Arkansas,US,2020/3/12,6,0
Arkansas,US,2020/3/21,122,0
Arkansas,US,2020/3/10,0,0
Arkansas,US,2020/3/20,96,0
Colorado,US,2020/3/11,34,0
Colorado,US,2020/3/13,49,0
Colorado,US,2020/3/12,45,0
Colorado,US,2020/3/10,15,0
Illinois,US,2020/3/14,64,0
Illinois,US,2020/3/15,93,0
Illinois,US,2020/3/11,25,0
Illinois,US,2020/3/16,105,0
Illinois,US,2020/3/13,46,0
Illinois,US,2020/3/12,32,0
Illinois,US,2020/3/10,12,0
Kentucky,US,2020/3/14,14,0
Kentucky,US,2020/3/15,20,0
Kentucky,US,2020/3/11,8,0
Kentucky,US,2020/3/13,14,0
Kentucky,US,2020/3/12,10,0
Kentucky,US,2020/3/10,6,0
Maryland,US,2020/3/14,26,0
Maryland,US,2020/3/17,60,0
Maryland,US,2020/3/15,32,0
Maryland,US,2020/3/11,9,0
Maryland,US,2020/3/18,85,0
Maryland,US,2020/3/16,41,0
Maryland,US,2020/3/13,18,0
Maryland,US,2020/3/12,12,0
Maryland,US,2020/3/10,8,0
Michigan,US,2020/3/14,25,0
Michigan,US,2020/3/17,65,0
Michigan,US,2020/3/15,33,0
Michigan,US,2020/3/11,2,0
Michigan,US,2020/3/18,83,0
Michigan,US,2020/3/16,53,0
Michigan,US,2020/3/13,16,0
Michigan,US,2020/3/12,2,0
Michigan,US,2020/3/10,0,0
Missouri,US,2020/3/14,4,0
Missouri,US,2020/3/17,11,0
Missouri,US,2020/3/15,5,0
Missouri,US,2020/3/11,1,0
Missouri,US,2020/3/18,18,0
Missouri,US,2020/3/16,6,0
Missouri,US,2020/3/13,2,0
Missouri,US,2020/3/12,1,0
Missouri,US,2020/3/10,1,0
Nebraska,US,2020/3/14,14,0
Nebraska,US,2020/3/17,21,0
Nebraska,US,2020/3/19,29,0
Nebraska,US,2020/3/15,17,0
Nebraska,US,2020/3/11,5,0
Nebraska,US,2020/3/18,24,0
Nebraska,US,2020/3/16,18,0
Nebraska,US,2020/3/13,13,0
Nebraska,US,2020/3/12,10,0
Nebraska,US,2020/3/21,38,0
Nebraska,US,2020/3/10,3,0
Nebraska,US,2020/3/20,37,0
New York,US,2020/3/11,220,0
New York,US,2020/3/13,421,0
New York,US,2020/3/12,328,0
New York,US,2020/3/10,173,0
Oklahoma,US,2020/3/14,4,0
Oklahoma,US,2020/3/17,19,0
Oklahoma,US,2020/3/15,7,0
Oklahoma,US,2020/3/11,2,0
Oklahoma,US,2020/3/18,19,0
Oklahoma,US,2020/3/16,10,0
Oklahoma,US,2020/3/13,2,0
Oklahoma,US,2020/3/12,2,0
Oklahoma,US,2020/3/10,2,0
Virginia,US,2020/3/11,9,0
Virginia,US,2020/3/13,30,0
Virginia,US,2020/3/12,17,0
Virginia,US,2020/3/10,7,0
Louisiana,US,2020/3/11,6,0
Louisiana,US,2020/3/13,36,0
Louisiana,US,2020/3/12,19,0
Louisiana,US,2020/3/10,1,0
Minnesota,US,2020/3/14,21,0
Minnesota,US,2020/3/17,60,0
Minnesota,US,2020/3/19,89,0
Minnesota,US,2020/3/15,35,0
Minnesota,US,2020/3/11,5,0
Minnesota,US,2020/3/18,77,0
Minnesota,US,2020/3/16,54,0
Minnesota,US,2020/3/13,14,0
Minnesota,US,2020/3/12,9,0
Minnesota,US,2020/3/10,3,0
Minnesota,US,2020/3/20,115,0
Tennessee,US,2020/3/14,32,0
Tennessee,US,2020/3/17,74,0
Tennessee,US,2020/3/19,154,0
Tennessee,US,2020/3/15,39,0
Tennessee,US,2020/3/11,9,0
Tennessee,US,2020/3/18,79,0
Tennessee,US,2020/3/16,52,0
Tennessee,US,2020/3/13,26,0
Tennessee,US,2020/3/12,18,0
Tennessee,US,2020/3/10,7,0
Tennessee,US,2020/3/20,233,0
Wisconsin,US,2020/3/14,27,0
Wisconsin,US,2020/3/17,72,0
Wisconsin,US,2020/3/19,159,0
Wisconsin,US,2020/3/15,32,0
Wisconsin,US,2020/3/11,6,0
Wisconsin,US,2020/3/18,92,0
Wisconsin,US,2020/3/16,47,0
Wisconsin,US,2020/3/13,19,0
Wisconsin,US,2020/3/12,8,0
Wisconsin,US,2020/3/10,3,0
New Mexico,US,2020/3/14,10,0
New Mexico,US,2020/3/17,23,0
New Mexico,US,2020/3/19,35,0
New Mexico,US,2020/3/15,13,0
New Mexico,US,2020/3/11,3,0
New Mexico,US,2020/3/18,23,0
New Mexico,US,2020/3/16,17,0
New Mexico,US,2020/3/13,10,0
New Mexico,US,2020/3/12,5,0
New Mexico,US,2020/3/21,43,0
New Mexico,US,2020/3/10,0,0
New Mexico,US,2020/3/20,43,0
Mississippi,US,2020/3/14,6,0
Mississippi,US,2020/3/17,21,0
Mississippi,US,2020/3/15,10,0
Mississippi,US,2020/3/11,0,0
Mississippi,US,2020/3/18,34,0
Mississippi,US,2020/3/16,13,0
Mississippi,US,2020/3/13,1,0
Mississippi,US,2020/3/12,1,0
Mississippi,US,2020/3/10,0,0
Puerto Rico,US,2020/3/14,3,0
Puerto Rico,US,2020/3/17,5,0
Puerto Rico,US,2020/3/19,5,0
Puerto Rico,US,2020/3/15,5,0
Puerto Rico,US,2020/3/18,5,0
Puerto Rico,US,2020/3/16,5,0
Puerto Rico,US,2020/3/20,14,0
North Dakota,US,2020/3/14,1,0
North Dakota,US,2020/3/17,3,0
North Dakota,US,2020/3/19,18,0
North Dakota,US,2020/3/15,1,0
North Dakota,US,2020/3/11,0,0
North Dakota,US,2020/3/18,6,0
North Dakota,US,2020/3/16,1,0
North Dakota,US,2020/3/13,1,0
North Dakota,US,2020/3/12,1,0
North Dakota,US,2020/3/21,28,0
North Dakota,US,2020/3/10,0,0
North Dakota,US,2020/3/20,19,0
Pennsylvania,US,2020/3/14,47,0
Pennsylvania,US,2020/3/17,112,0
Pennsylvania,US,2020/3/15,66,0
Pennsylvania,US,2020/3/11,16,0
Pennsylvania,US,2020/3/18,152,0
Pennsylvania,US,2020/3/16,77,0
Pennsylvania,US,2020/3/13,41,0
Pennsylvania,US,2020/3/12,22,0
Pennsylvania,US,2020/3/10,12,0
South Dakota,US,2020/3/10,0,0
West Virginia,US,2020/3/14,0,0
West Virginia,US,2020/3/17,1,0
West Virginia,US,2020/3/19,2,0
West Virginia,US,2020/3/15,0,0
West Virginia,US,2020/3/11,0,0
West Virginia,US,2020/3/18,1,0
West Virginia,US,2020/3/16,0,0
West Virginia,US,2020/3/13,0,0
West Virginia,US,2020/3/12,0,0
West Virginia,US,2020/3/21,8,0
West Virginia,US,2020/3/10,0,0
West Virginia,US,2020/3/20,7,0
North Carolina,US,2020/3/14,24,0
North Carolina,US,2020/3/17,64,0
North Carolina,US,2020/3/19,123,0
North Carolina,US,2020/3/15,33,0
North Carolina,US,2020/3/11,7,0
North Carolina,US,2020/3/18,70,0
North Carolina,US,2020/3/16,38,0
North Carolina,US,2020/3/13,17,0
North Carolina,US,2020/3/12,15,0
North Carolina,US,2020/3/21,253,0
North Carolina,US,2020/3/10,7,0
North Carolina,US,2020/3/20,172,0
South Carolina,US,2020/3/14,19,0
South Carolina,US,2020/3/15,28,0
South Carolina,US,2020/3/11,10,0
South Carolina,US,2020/3/13,13,0
South Carolina,US,2020/3/12,12,0
South Carolina,US,2020/3/10,7,0
Nevada,US,2020/3/17,56,1
Nevada,US,2020/3/19,95,1
Nevada,US,2020/3/18,55,1
Nevada,US,2020/3/16,45,1
Massachusetts,US,2020/3/21,525,1
Arizona,US,2020/3/21,118,1
District of Columbia,US,2020/3/21,98,1
Massachusetts,US,2020/3/20,413,1
Nevada,US,2020/3/20,114,1
District of Columbia,US,2020/3/20,71,1
Texas,US,2020/3/17,110,1
Kansas,US,2020/3/14,8,1
Kansas,US,2020/3/17,18,1
Kansas,US,2020/3/19,34,1
Kansas,US,2020/3/15,8,1
Kansas,US,2020/3/18,18,1
Kansas,US,2020/3/16,11,1
Kansas,US,2020/3/13,5,1
Kansas,US,2020/3/20,44,1
Oregon,US,2020/3/17,66,1
Oregon,US,2020/3/15,36,1
Oregon,US,2020/3/16,39,1
Georgia,US,2020/3/14,66,1
Georgia,US,2020/3/17,146,1
Georgia,US,2020/3/15,99,1
Georgia,US,2020/3/16,121,1
Georgia,US,2020/3/13,42,1
Georgia,US,2020/3/12,31,1
Indiana,US,2020/3/16,25,1
Colorado,US,2020/3/14,101,1
Colorado,US,2020/3/15,131,1
Colorado,US,2020/3/16,160,1
Illinois,US,2020/3/17,161,1
Illinois,US,2020/3/18,162,1
Kentucky,US,2020/3/17,26,1
Kentucky,US,2020/3/18,27,1
Kentucky,US,2020/3/16,21,1
Maryland,US,2020/3/19,107,1
Maryland,US,2020/3/20,149,1
Missouri,US,2020/3/19,31,1
Oklahoma,US,2020/3/19,44,1
Oklahoma,US,2020/3/21,53,1
Oklahoma,US,2020/3/20,49,1
Virginia,US,2020/3/14,41,1
Virginia,US,2020/3/15,45,1
Virginia,US,2020/3/16,49,1
Louisiana,US,2020/3/14,77,1
Minnesota,US,2020/3/21,138,1
Tennessee,US,2020/3/21,371,1
New Jersey,US,2020/3/14,69,1
New Jersey,US,2020/3/11,23,1
New Jersey,US,2020/3/13,29,1
New Jersey,US,2020/3/12,29,1
New Jersey,US,2020/3/10,15,1
Mississippi,US,2020/3/19,50,1
Mississippi,US,2020/3/21,140,1
Mississippi,US,2020/3/20,80,1
Puerto Rico,US,2020/3/21,21,1
Pennsylvania,US,2020/3/19,206,1
Pennsylvania,US,2020/3/20,303,1
South Dakota,US,2020/3/14,9,1
South Dakota,US,2020/3/17,11,1
South Dakota,US,2020/3/19,11,1
South Dakota,US,2020/3/15,9,1
South Dakota,US,2020/3/11,8,1
South Dakota,US,2020/3/18,11,1
South Dakota,US,2020/3/16,10,1
South Dakota,US,2020/3/13,8,1
South Dakota,US,2020/3/12,8,1
South Dakota,US,2020/3/21,14,1
South Dakota,US,2020/3/20,14,1
South Carolina,US,2020/3/17,47,1
South Carolina,US,2020/3/19,81,1
South Carolina,US,2020/3/18,47,1
South Carolina,US,2020/3/16,33,1
South Carolina,US,2020/3/20,126,1
Connecticut,US,2020/3/19,159,2
Nevada,US,2020/3/21,161,2
Vermont,US,2020/3/21,29,2
Vermont,US,2020/3/20,29,2
Ohio,US,2020/3/20,173,2
Kansas,US,2020/3/21,57,2
Oregon,US,2020/3/18,68,2
Florida,US,2020/3/11,28,2
Florida,US,2020/3/13,50,2
Florida,US,2020/3/12,35,2
Florida,US,2020/3/10,15,2
Indiana,US,2020/3/17,30,2
Indiana,US,2020/3/19,60,2
Indiana,US,2020/3/18,39,2
Indiana,US,2020/3/20,86,2
Colorado,US,2020/3/17,160,2
Colorado,US,2020/3/18,184,2
Kentucky,US,2020/3/19,37,2
Kentucky,US,2020/3/20,47,2
Maryland,US,2020/3/21,193,2
Missouri,US,2020/3/20,53,2
New York,US,2020/3/14,525,2
Virginia,US,2020/3/17,67,2
Virginia,US,2020/3/19,99,2
Virginia,US,2020/3/18,77,2
Virginia,US,2020/3/21,156,2
Virginia,US,2020/3/20,122,2
Louisiana,US,2020/3/15,91,2
California,US,2020/3/10,144,2
New Jersey,US,2020/3/15,98,2
New Jersey,US,2020/3/16,178,2
Pennsylvania,US,2020/3/21,396,2
Connecticut,US,2020/3/20,194,3
Ohio,US,2020/3/21,248,3
Texas,US,2020/3/18,173,3
Oregon,US,2020/3/19,88,3
Oregon,US,2020/3/20,114,3
Florida,US,2020/3/14,76,3
Georgia,US,2020/3/18,199,3
Kentucky,US,2020/3/21,87,3
Michigan,US,2020/3/19,334,3
Michigan,US,2020/3/20,552,3
Missouri,US,2020/3/21,74,3
New York,US,2020/3/15,732,3
Louisiana,US,2020/3/16,136,3
Wisconsin,US,2020/3/20,207,3
California,US,2020/3/11,177,3
New Jersey,US,2020/3/17,267,3
New Jersey,US,2020/3/18,267,3
South Carolina,US,2020/3/21,171,3
Connecticut,US,2020/3/21,194,4
Florida,US,2020/3/15,115,4
Indiana,US,2020/3/21,128,4
Colorado,US,2020/3/19,277,4
Colorado,US,2020/3/21,390,4
Colorado,US,2020/3/20,363,4
Illinois,US,2020/3/19,422,4
Louisiana,US,2020/3/17,196,4
Louisiana,US,2020/3/18,257,4
Wisconsin,US,2020/3/21,282,4
California,US,2020/3/13,282,4
California,US,2020/3/12,221,4
Texas,US,2020/3/19,260,5
Texas,US,2020/3/21,581,5
Texas,US,2020/3/20,394,5
Oregon,US,2020/3/21,114,5
Florida,US,2020/3/16,155,5
Illinois,US,2020/3/20,585,5
Michigan,US,2020/3/21,788,5
California,US,2020/3/14,340,5
Florida,US,2020/3/17,216,6
Illinois,US,2020/3/21,753,6
California,US,2020/3/15,426,6
Florida,US,2020/3/18,314,7
California,US,2020/3/16,557,7
Florida,US,2020/3/19,417,9
New Jersey,US,2020/3/19,742,9
Florida,US,2020/3/20,563,10
Georgia,US,2020/3/19,287,10
New York,US,2020/3/16,967,10
Louisiana,US,2020/3/19,392,10
New Jersey,US,2020/3/20,890,11
California,US,2020/3/17,698,12
Florida,US,2020/3/21,659,13
Georgia,US,2020/3/20,420,13
New York,US,2020/3/17,1706,13
California,US,2020/3/18,751,13
Georgia,US,2020/3/21,507,14
Louisiana,US,2020/3/20,538,14
New York,US,2020/3/18,2495,16
Louisiana,US,2020/3/21,585,16
New Jersey,US,2020/3/21,1327,16
California,US,2020/3/19,952,18
California,US,2020/3/20,1177,23
Washington,US,2020/3/10,267,23
California,US,2020/3/21,1364,24
Washington,US,2020/3/11,366,29
Connecticut,US,2020/4/1,3557,85
Massachusetts,US,2020/4/11,22860,686
Nevada,US,2020/4/11,2702,102
District of Columbia,US,2020/4/11,1778,47
Connecticut,US,2020/4/11,11510,494
Arizona,US,2020/4/11,3393,108
Nevada,US,2020/4/7,2124,72
Massachusetts,US,2020/4/7,15202,356
Connecticut,US,2020/4/7,7781,277
Arizona,US,2020/4/7,2870,73
Nevada,US,2020/4/3,1514,43
Connecticut,US,2020/4/3,4914,131
Massachusetts,US,2020/4/3,10402,192
Nevada,US,2020/4/2,1463,38
Connecticut,US,2020/4/2,3824,112
Nevada,US,2020/4/10,2722,90
District of Columbia,US,2020/4/10,1660,38
Massachusetts,US,2020/4/10,20974,599
Connecticut,US,2020/4/10,10538,448
Arizona,US,2020/4/10,3112,97
Nevada,US,2020/4/6,1953,46
Connecticut,US,2020/4/6,6906,206
Massachusetts,US,2020/4/6,13837,260
Arizona,US,2020/4/6,2732,65
Connecticut,US,2020/3/31,3128,69
Nevada,US,2020/4/8,2259,72
Massachusetts,US,2020/4/8,16790,433
Connecticut,US,2020/4/8,7781,326
Arizona,US,2020/4/8,3036,80
Nevada,US,2020/4/5,1855,46
Connecticut,US,2020/4/5,5675,189
Massachusetts,US,2020/4/5,12500,231
Arizona,US,2020/4/5,2486,64
Nevada,US,2020/4/9,2456,81
District of Columbia,US,2020/4/9,1523,32
Massachusetts,US,2020/4/9,18941,503
Connecticut,US,2020/4/9,9784,380
Arizona,US,2020/4/9,3018,89
Nevada,US,2020/4/4,1742,46
Connecticut,US,2020/4/4,5276,165
Massachusetts,US,2020/4/4,11736,216
Ohio,US,2020/4/11,6250,247
Texas,US,2020/4/11,13023,266
Texas,US,2020/4/10,12105,238
Texas,US,2020/4/8,9777,189
Texas,US,2020/4/9,11208,210
Alabama,US,2020/9/24,148206,2506
Florida,US,2020/4/11,18494,438
Florida,US,2020/4/7,14545,283
Florida,US,2020/4/10,17531,390
Florida,US,2020/4/6,13324,236
Florida,US,2020/4/8,15456,309
Florida,US,2020/4/5,12350,221
Florida,US,2020/4/9,16364,354
Florida,US,2020/4/4,11537,195
Georgia,US,2020/4/11,12159,429
Georgia,US,2020/4/7,8822,329
Georgia,US,2020/4/10,11485,416
Georgia,US,2020/4/6,7314,229
Georgia,US,2020/4/8,9901,362
Georgia,US,2020/4/9,10566,379
Indiana,US,2020/4/11,7435,330
Indiana,US,2020/4/7,5510,173
Indiana,US,2020/4/3,3437,102
Indiana,US,2020/4/10,6907,300
Indiana,US,2020/4/6,4956,143
Indiana,US,2020/4/8,5943,203
Indiana,US,2020/4/5,4411,127
Indiana,US,2020/4/9,6351,245
Indiana,US,2020/4/4,3953,116
Colorado,US,2020/4/11,6513,250
Colorado,US,2020/4/10,6202,226
Colorado,US,2020/4/8,5655,193
Colorado,US,2020/4/9,5655,193
Illinois,US,2020/4/1,6980,141
Illinois,US,2020/4/11,19180,677
Illinois,US,2020/4/7,12271,308
Illinois,US,2020/4/3,8904,210
Illinois,US,2020/3/30,5056,73
Illinois,US,2020/4/2,7695,163
Illinois,US,2020/4/10,17887,597
Illinois,US,2020/4/6,12262,307
Illinois,US,2020/3/31,5994,99
Illinois,US,2020/3/29,4596,66
Illinois,US,2020/4/8,15078,462
Illinois,US,2020/4/5,11259,274
Illinois,US,2020/4/9,15079,462
Illinois,US,2020/4/4,10357,244
Maryland,US,2020/4/11,7694,206
Maryland,US,2020/4/10,6968,171
Maryland,US,2020/4/8,5529,124
Maryland,US,2020/4/9,6185,138
Michigan,US,2020/4/1,9315,335
Michigan,US,2020/4/11,23605,1384
Michigan,US,2020/4/7,18970,845
Michigan,US,2020/3/27,3634,92
Michigan,US,2020/4/3,12744,479
Michigan,US,2020/3/28,4650,111
Michigan,US,2020/3/30,6498,184
Michigan,US,2020/4/2,10791,417
Michigan,US,2020/4/10,22434,1276
Michigan,US,2020/4/6,17221,727
Michigan,US,2020/3/31,7615,259
Michigan,US,2020/3/29,5488,132
Michigan,US,2020/4/8,20346,959
Michigan,US,2020/4/5,15718,617
Michigan,US,2020/4/9,21504,1076
Michigan,US,2020/4/4,14225,540
Missouri,US,2020/4/11,4108,116
Missouri,US,2020/4/10,3897,99
New York,US,2020/4/1,83948,1941
New York,US,2020/3/25,30841,285
New York,US,2020/4/11,181026,8627
New York,US,2020/3/22,15800,117
New York,US,2020/4/7,139875,5489
New York,US,2020/3/27,44876,527
New York,US,2020/4/3,102987,2935
New York,US,2020/3/28,52410,728
New York,US,2020/3/30,66663,1218
New York,US,2020/4/2,92506,2373
New York,US,2020/4/10,172348,7867
New York,US,2020/4/6,131815,4698
New York,US,2020/3/31,75833,1550
New York,US,2020/3/26,37877,385
New York,US,2020/3/23,20884,158
New York,US,2020/3/29,59648,965
New York,US,2020/4/8,151061,6268
New York,US,2020/3/24,25681,210
New York,US,2020/4/5,123160,4159
New York,US,2020/4/9,161779,7067
New York,US,2020/4/4,113833,3565
Louisiana,US,2020/4/1,6424,273
Louisiana,US,2020/3/25,1795,65
Louisiana,US,2020/4/11,20014,806
Louisiana,US,2020/4/7,16284,582
Louisiana,US,2020/3/27,2744,119
Louisiana,US,2020/4/3,10297,370
Louisiana,US,2020/3/28,3315,137
Louisiana,US,2020/3/30,4025,185
Louisiana,US,2020/4/2,9149,310
Louisiana,US,2020/4/10,19253,755
Louisiana,US,2020/4/6,14867,512
Louisiana,US,2020/3/31,5237,239
Louisiana,US,2020/3/26,2304,83
Louisiana,US,2020/3/29,3540,151
Louisiana,US,2020/4/8,17030,652
Louisiana,US,2020/4/5,13010,477
Louisiana,US,2020/4/9,18283,702
Louisiana,US,2020/4/4,12496,409
Wisconsin,US,2020/4/11,3213,137
Wisconsin,US,2020/4/7,2578,92
Wisconsin,US,2020/4/10,3068,128
Wisconsin,US,2020/4/6,2449,78
Wisconsin,US,2020/4/8,2710,100
Wisconsin,US,2020/4/5,2320,74
Wisconsin,US,2020/4/9,2886,111
California,US,2020/4/1,9399,199
California,US,2020/4/11,21706,604
California,US,2020/4/7,17351,432
California,US,2020/4/3,12004,265
California,US,2020/3/30,7138,146
California,US,2020/4/2,10773,238
California,US,2020/4/10,21081,583
California,US,2020/4/6,16019,380
California,US,2020/3/31,8210,173
California,US,2020/3/29,5852,124
California,US,2020/4/8,18897,495
California,US,2020/4/5,15034,348
California,US,2020/4/9,19710,544
California,US,2020/4/4,12837,289
New Jersey,US,2020/4/1,22255,355
New Jersey,US,2020/4/11,58151,2183
New Jersey,US,2020/4/7,44416,1232
New Jersey,US,2020/4/3,29895,646
New Jersey,US,2020/4/2,25590,537
New Jersey,US,2020/4/10,54588,1932
New Jersey,US,2020/4/6,41090,1003
New Jersey,US,2020/4/8,47437,1504
New Jersey,US,2020/4/5,37505,917
New Jersey,US,2020/4/9,51027,1709
New Jersey,US,2020/4/4,34124,846
Washington,US,2020/4/1,5608,234
Washington,US,2020/3/25,2591,133
Washington,US,2020/4/11,10434,495
Washington,US,2020/3/22,1997,97
Washington,US,2020/4/7,8692,400
Washington,US,2020/3/27,3477,157
Washington,US,2020/4/3,6846,291
Washington,US,2020/3/28,4030,188
Washington,US,2020/3/30,4923,205
Washington,US,2020/4/2,6389,271
Washington,US,2020/4/10,10119,483
Washington,US,2020/4/6,8311,381
Washington,US,2020/3/31,5432,225
Washington,US,2020/3/26,3207,150
Washington,US,2020/3/23,2221,109
Washington,US,2020/3/29,4465,198
Washington,US,2020/4/8,9276,426
Washington,US,2020/3/24,2328,116
Washington,US,2020/4/5,7825,336
Washington,US,2020/4/9,9639,456
Washington,US,2020/4/4,7247,315
Pennsylvania,US,2020/4/11,21719,503
Pennsylvania,US,2020/4/7,14853,247
Pennsylvania,US,2020/4/10,20051,418
Pennsylvania,US,2020/4/6,13127,179
Pennsylvania,US,2020/4/8,16631,318
Pennsylvania,US,2020/4/9,18300,345
Vermont,US,2020/4/1,321,16
Maine,US,2020/4/1,303,5
Arizona,US,2020/4/1,1530,29
New Hampshire,US,2020/4/1,367,3
Utah,US,2020/4/1,888,5
Rhode Island,US,2020/4/1,566,10
Nevada,US,2020/4/1,1279,31
Massachusetts,US,2020/4/1,7738,122
Hawaii,US,2020/4/1,224,1
Vermont,US,2020/3/25,125,8
Maine,US,2020/3/25,142,0
Arizona,US,2020/3/25,401,6
Utah,US,2020/3/25,340,1
New Hampshire,US,2020/3/25,108,1
Massachusetts,US,2020/3/25,1838,15
Rhode Island,US,2020/3/25,132,0
Nevada,US,2020/3/25,323,6
Hawaii,US,2020/3/25,91,0
Delaware,US,2020/3/25,119,0
Connecticut,US,2020/3/25,875,19
Vermont,US,2020/4/11,711,25
Maine,US,2020/4/11,616,19
New Hampshire,US,2020/4/11,885,22
Utah,US,2020/4/11,2207,18
Rhode Island,US,2020/4/11,2349,56
